Event,Site,UTCDate,UTCTime,White,Black,Result,WhiteElo,BlackElo,TimeControl,Termination,PlyCount,MoveCount
Rated Blitz game,https://lichess.org/YPPuYCbu,2025.12.01,00:00:17,sack11,denlogrendehund,1-0,2419,2504,180+0,Normal,42,21
Rated Blitz game,https://lichess.org/n8Q4YuI8,2025.12.01,00:00:17,Angaloth,CesarAqSa,0-1,1610,1612,180+0,Time forfeit,82,41
Rated Rapid game,https://lichess.org/5tmEwgoF,2025.12.01,00:00:17,shabmat_79,ergato46,0-1,1776,1886,240+9,Normal,52,26
Rated Blitz game,https://lichess.org/0iaXqjGS,2025.12.01,00:00:17,Mebtaleb,Pailinha,0-1,1493,1488,180+0,Time forfeit,120,60
Rated Blitz game,https://lichess.org/TdDlc19t,2025.12.01,00:00:18,joecorbi,ChessAndMoves,0-1,1738,1655,300+0,Normal,88,44
Rated Blitz game,https://lichess.org/9Sx1tLK4,2025.12.01,00:00:18,ascosta2021,golubev999,1-0,1503,1496,300+0,Normal,37,19
Rated Blitz game,https://lichess.org/vZ7vMp21,2025.12.01,00:00:18,Lindaum,romashka19782010,0-1,1744,1714,300+0,Normal,61,31
Rated Blitz game,https://lichess.org/c02IK5CY,2025.12.01,00:00:18,Beto93838,VINI030,1-0,1020,946,300+0,Time forfeit,89,45
Rated Blitz game,https://lichess.org/7hkRTKnr,2025.12.01,00:00:18,boyinthelandofchess,raptor667,1-0,1557,1603,300+0,Normal,47,24
Rated Blitz game,https://lichess.org/Vn7ArG95,2025.12.01,00:00:18,Ardsivia,ozpilot,1-0,1312,1312,300+0,Normal,113,57
Rated Blitz game,https://lichess.org/K6dyPWry,2025.12.01,00:00:18,mmarkis,mpicolli,0-1,1456,1410,300+0,Normal,56,28
Rated Blitz game,https://lichess.org/aE8YWQfk,2025.12.01,00:00:18,pgman59,Eulimargaret,1-0,1098,1023,300+0,Time forfeit,65,33
Rated Blitz game,https://lichess.org/vaBweXEY,2025.12.01,00:00:18,bigimann,brama-123,0-1,1981,1957,300+0,Normal,72,36
Rated Blitz game,https://lichess.org/ceYFEEPb,2025.12.01,00:00:18,rozzamp,BioTechMan,1-0,1638,1636,300+0,Time forfeit,55,28
Rated Blitz game,https://lichess.org/0Vx4mWJY,2025.12.01,00:00:18,lordlugard2021,Ricardo1045,0-1,1628,1632,300+0,Normal,60,30
Rated Blitz game,https://lichess.org/afjZiaRr,2025.12.01,00:00:18,philip2177,halekine,1-0,1880,1838,300+0,Time forfeit,93,47
Rated Blitz game,https://lichess.org/Gd8W311n,2025.12.01,00:00:18,fatmaa7med0,Zama54,1-0,693,784,300+0,Normal,79,40
Rated Blitz game,https://lichess.org/hTtO5glo,2025.12.01,00:00:18,Don-K-Chess,Frankdeng,0-1,1866,1905,300+0,Normal,126,63
Rated Blitz game,https://lichess.org/DkwM62tJ,2025.12.01,00:00:18,TheMagicalPony,bobburnside,0-1,1776,1803,300+0,Normal,20,10
Rated Blitz game,https://lichess.org/aMmusjzX,2025.12.01,00:00:18,P_Zolnouri,SiFace,0-1,1156,1102,300+0,Normal,104,52
Rated Bullet game,https://lichess.org/pFvi6eCL,2025.12.01,00:00:18,Stepanshmelkov,hi_hi_there_there,0-1,1772,1703,60+0,Normal,52,26
Rated Bullet game,https://lichess.org/qWxXiEJs,2025.12.01,00:00:37,KPO___KO,SLAPPER99,0-1,2343,2524,30+0,Normal,42,21
Rated Blitz game,https://lichess.org/ZyNVUXVB,2025.12.01,00:00:37,khanhbell12345,pawn_git,1-0,2813,2719,180+2,Normal,133,67
Rated Bullet game,https://lichess.org/0yhzoXxU,2025.12.01,00:00:37,IThinkIDontThink,Noixaz,0-1,1745,1826,60+0,Time forfeit,118,59
Rated Classical game,https://lichess.org/oTOMwqQO,2025.12.01,00:00:37,Tee44,CathySon,0-1,1567,1784,9900+3,Normal,6,3
Rated Bullet game,https://lichess.org/oJlFg3JS,2025.12.01,00:00:38,Prugna,AureonJaguar,0-1,2031,2022,60+0,Time forfeit,84,42
Rated Bullet game,https://lichess.org/9zRppGEN,2025.12.01,00:00:38,Dima9753,ksukh1229,0-1,1784,1761,60+0,Time forfeit,64,32
Rated Bullet game,https://lichess.org/asDPnTGW,2025.12.01,00:00:38,Oligon,Rapier_or_droplet,0-1,1732,1714,60+0,Time forfeit,50,25
Rated Bullet game,https://lichess.org/elxf4MMB,2025.12.01,00:00:38,Ahmed124789,threefrogmint,0-1,1753,1745,60+0,Time forfeit,78,39
Rated Bullet game,https://lichess.org/z3v6jNGN,2025.12.01,00:00:38,Gu1lh3rm3_F3l1x,BAllevato,0-1,1256,1263,60+0,Normal,30,15
Rated Bullet game,https://lichess.org/gyPNvcY2,2025.12.01,00:00:38,efelixjr,tartist,1-0,2090,2056,60+0,Time forfeit,91,46
Rated Bullet game,https://lichess.org/z3rzvmOV,2025.12.01,00:00:38,pdro_a,diegofar,1-0,1785,1802,60+0,Time forfeit,49,25
Rated Bullet game,https://lichess.org/ZuUPZEPE,2025.12.01,00:00:38,Serhii_Makukha,banamustehak,0-1,1995,2001,60+0,Time forfeit,88,44
Rated Bullet game,https://lichess.org/jWBp4445,2025.12.01,00:00:38,kails,nickdammanchess,1-0,2260,2103,60+0,Normal,83,42
Rated Bullet game,https://lichess.org/NTW6vnhv,2025.12.01,00:00:38,Kh_d7,Zloytochi,0-1,1350,1356,60+0,Time forfeit,34,17
Rated Bullet game,https://lichess.org/N1nplapW,2025.12.01,00:00:38,roccopane,Psychopath28,0-1,1549,1633,60+0,Normal,43,22
Rated Bullet game,https://lichess.org/q06PaKwl,2025.12.01,00:00:38,pad_fl,Ricardojmp,1-0,2404,2386,60+0,Normal,103,52
Rated Bullet game,https://lichess.org/SK9EaZnE,2025.12.01,00:00:38,Jaclappa,Almanaque,1-0,1711,1695,60+0,Time forfeit,99,50
Rated Bullet game,https://lichess.org/eUUJg5o5,2025.12.01,00:00:38,darkoenas,dudusb,0-1,1805,1936,60+0,Time forfeit,88,44
Rated Bullet game,https://lichess.org/1wjramnI,2025.12.01,00:00:38,Choripetes13,noblemanonline,0-1,1680,1641,60+0,Time forfeit,64,32
Rated Bullet game,https://lichess.org/9mrhEEIb,2025.12.01,00:00:38,Lavoisier91,throughadoor,1-0,1371,1364,60+0,Normal,51,26
Rated Blitz game,https://lichess.org/vSFQDuG9,2025.12.01,00:00:38,capucinno77,RoyAlexander21,1-0,1205,1074,360+0,Time forfeit,79,40
Rated Blitz game,https://lichess.org/VbogRlR2,2025.12.01,00:00:38,Endspiellehrer,rpm198,0-1,2186,2241,180+0,Normal,60,30
Rated Bullet game,https://lichess.org/yGhxFfh2,2025.12.01,00:00:38,v1951,kubaw208,0-1,1714,1648,120+0,Normal,38,19
Rated Rapid game,https://lichess.org/JdaZ2PXv,2025.12.01,00:00:39,SARDOS,zzCarMelozz,1/2-1/2,1530,1515,600+0,Normal,132,66
Rated Blitz game,https://lichess.org/aCCZxhXv,2025.12.01,00:00:39,Blessed18777,Beckham4000,0-1,947,923,180+0,Normal,92,46
Rated Bullet game,https://lichess.org/c6nckJSl,2025.12.01,00:00:39,Pwpon500,Hirafa,0-1,1281,1286,120+1,Normal,10,5
Rated Bullet game,https://lichess.org/MiPqBGYJ,2025.12.01,00:00:39,neila_f,sushkr,0-1,1259,1262,120+1,Time forfeit,68,34
Rated Bullet game,https://lichess.org/skESLvbE,2025.12.01,00:00:39,defnotagambit,pinataprende,1-0,1137,1114,120+1,Normal,29,15
Rated Bullet game,https://lichess.org/m8AJ62uq,2025.12.01,00:00:39,Pietra19Agatha,glorden25,1-0,962,955,120+1,Normal,21,11
Rated Bullet game,https://lichess.org/rWv8ro7i,2025.12.01,00:00:39,TunnelFlyer,Enzo1981,0-1,1505,1544,120+1,Normal,48,24
Rated Bullet game,https://lichess.org/qrN9CJ8s,2025.12.01,00:00:39,Lazos494,CLAT22,1/2-1/2,2087,2239,120+1,Normal,112,56
Rated Bullet game,https://lichess.org/JuyZtUDb,2025.12.01,00:00:39,lorez777,Hernan_Serrano,0-1,1892,2030,120+1,Time forfeit,66,33
Rated Bullet game,https://lichess.org/mDsGfoXc,2025.12.01,00:00:39,Luisbeto,holasabaka,1-0,1614,1630,120+1,Normal,111,56
Rated Bullet game,https://lichess.org/5pUjHBG7,2025.12.01,00:00:39,petros_ni,R3d_Rain,0-1,1278,1276,120+1,Normal,32,16
Rated Bullet game,https://lichess.org/0UE5S6SY,2025.12.01,00:00:39,DyckWord,MartyFunkhouser,0-1,1807,1783,120+1,Normal,90,45
Rated Bullet game,https://lichess.org/u7nXEPW5,2025.12.01,00:00:39,Xela1975,villarley,1-0,1347,1314,120+1,Normal,113,57
Rated Bullet game,https://lichess.org/spY8HGGj,2025.12.01,00:00:39,fabian_lavayen,Navyaganesh2323,1/2-1/2,1234,1202,120+1,Normal,126,63
Rated Bullet game,https://lichess.org/2pbcnx6d,2025.12.01,00:00:39,Alvinpogi,martincirulnik,0-1,1497,1461,120+1,Normal,44,22
Rated Bullet game,https://lichess.org/JIf9zQyQ,2025.12.01,00:00:39,Suhanovv,radix77,1-0,1085,1092,120+1,Time forfeit,63,32
Rated Bullet game,https://lichess.org/2WglfiRG,2025.12.01,00:00:39,snanelromy10,palaye,1-0,1583,1607,120+1,Normal,81,41
Rated Bullet tournament https://lichess.org/tournament/7z9bPfaq,https://lichess.org/3YYyAQEF,2025.12.01,00:00:39,Guardian_Luna,capamatojav,0-1,2413,2343,30+0,Normal,72,36
Rated Bullet tournament https://lichess.org/tournament/7z9bPfaq,https://lichess.org/LwTfpoEx,2025.12.01,00:00:39,NinjaJohnston,Manmoth321,1-0,2237,2245,30+0,Normal,55,28
Rated Bullet tournament https://lichess.org/tournament/7z9bPfaq,https://lichess.org/jdf0Sh9E,2025.12.01,00:00:39,Aliannis,Uche1982,1-0,1730,1594,30+0,Time forfeit,33,17
Rated Bullet tournament https://lichess.org/tournament/7z9bPfaq,https://lichess.org/dyD8JWQd,2025.12.01,00:00:39,LORD976,Thiago-hurtado,0-1,1930,1797,30+0,Normal,94,47
Rated Rapid tournament https://lichess.org/tournament/vRDsWfvv,https://lichess.org/pdlJtWXn,2025.12.01,00:00:39,Pradigintungkbpl,brisachess1,1-0,2120,2081,600+0,Normal,123,62
Rated Rapid tournament https://lichess.org/tournament/vRDsWfvv,https://lichess.org/KUhNmo4h,2025.12.01,00:00:39,No_Limitation,flandeluxe,0-1,2066,2076,600+0,Normal,34,17
Rated Rapid tournament https://lichess.org/tournament/vRDsWfvv,https://lichess.org/kbDjhp9o,2025.12.01,00:00:39,HIKARULSEN,Juniorsolorzano,0-1,2030,2015,600+0,Time forfeit,164,82
Rated Rapid tournament https://lichess.org/tournament/vRDsWfvv,https://lichess.org/C3fZ4DwA,2025.12.01,00:00:39,RioChess2011,overskate,0-1,1985,2010,600+0,Normal,20,10
Rated Rapid tournament https://lichess.org/tournament/vRDsWfvv,https://lichess.org/6zNYgSy9,2025.12.01,00:00:39,stummeyerschach,LTSR,1/2-1/2,1869,1977,600+0,Normal,94,47
Rated Rapid tournament https://lichess.org/tournament/vRDsWfvv,https://lichess.org/wZOmItpp,2025.12.01,00:00:39,lokesh_pdrl1,vsa_311064,1-0,1809,1849,600+0,Normal,147,74
Rated Rapid tournament https://lichess.org/tournament/vRDsWfvv,https://lichess.org/8naKLM66,2025.12.01,00:00:39,RodErre,LITOCANIO1963,0-1,1807,1788,600+0,Normal,22,11
Rated Rapid tournament https://lichess.org/tournament/vRDsWfvv,https://lichess.org/idkSjUo9,2025.12.01,00:00:39,angel-2015,NardelliMagin,0-1,1760,1778,600+0,Normal,36,18
Rated Rapid tournament https://lichess.org/tournament/vRDsWfvv,https://lichess.org/V7Mc6G29,2025.12.01,00:00:39,PeonInfame,ivo145,1-0,1722,1725,600+0,Normal,19,10
Rated Rapid tournament https://lichess.org/tournament/vRDsWfvv,https://lichess.org/jTHSEMSf,2025.12.01,00:00:39,ifekali,FRihhiWHeri,0-1,1682,1695,600+0,Normal,56,28
Rated Rapid tournament https://lichess.org/tournament/vRDsWfvv,https://lichess.org/CHV4oJu2,2025.12.01,00:00:39,mardapalha88,Castelmagnos,0-1,1618,1615,600+0,Normal,85,43
Rated Rapid tournament https://lichess.org/tournament/vRDsWfvv,https://lichess.org/njjangMs,2025.12.01,00:00:39,Erfgbrez,paketorro,1-0,1587,1581,600+0,Time forfeit,111,56
Rated Rapid tournament https://lichess.org/tournament/vRDsWfvv,https://lichess.org/PbnhdYK9,2025.12.01,00:00:39,Supercaju,Carlosspinelli940,0-1,1541,1561,600+0,Normal,130,65
Rated Rapid tournament https://lichess.org/tournament/vRDsWfvv,https://lichess.org/pOi4ZIQK,2025.12.01,00:00:39,AMHAZ_WASSIM,edward_gierek,0-1,1531,1143,600+0,Abandoned,0,0
Rated Blitz tournament https://lichess.org/tournament/3xEunu58,https://lichess.org/TWoqOBdM,2025.12.01,00:00:39,Benjhamin-Eagle,Iladimir,0-1,1991,2039,300+0,Normal,74,37
Rated Blitz tournament https://lichess.org/tournament/3xEunu58,https://lichess.org/hKe0bFW5,2025.12.01,00:00:39,Bagatsch,kapnobing,1-0,2072,2057,300+0,Normal,101,51
Rated Blitz tournament https://lichess.org/tournament/3xEunu58,https://lichess.org/Sj4q4iJu,2025.12.01,00:00:39,eduardobermudezbarre,jet_li78,1-0,2140,2204,300+0,Normal,103,52
Rated Blitz tournament https://lichess.org/tournament/3xEunu58,https://lichess.org/IXRoCUfa,2025.12.01,00:00:39,guruduff,zajeda,1-0,1982,1958,300+0,Normal,125,63
Rated Blitz tournament https://lichess.org/tournament/3xEunu58,https://lichess.org/jiYf8IPF,2025.12.01,00:00:39,pensive171069,chillerfx,1-0,1879,1924,300+0,Normal,75,38
Rated Blitz tournament https://lichess.org/tournament/3xEunu58,https://lichess.org/Lm8hYEfF,2025.12.01,00:00:39,Raganox,NeeGo1974,1-0,1936,1941,300+0,Normal,53,27
Rated Bullet game,https://lichess.org/GGE9vABn,2025.12.01,00:00:06,Sattilnad,Shinok,0-1,1823,1815,60+0,Normal,96,48
Rated Bullet game,https://lichess.org/7dxnypzM,2025.12.01,00:00:06,Pipo60,Snorrisk,0-1,2074,2110,60+0,Normal,42,21
Rated Bullet game,https://lichess.org/4XZumUKW,2025.12.01,00:00:06,yeisondelgadoa,cheeezeychess,1-0,1893,1942,60+0,Normal,57,29
Rated Bullet game,https://lichess.org/Z9gG8nr5,2025.12.01,00:00:06,Lil_D,machiavelliniccolo,1-0,2694,2628,60+0,Normal,71,36
Rated Bullet game,https://lichess.org/R5b9Yrts,2025.12.01,00:00:06,UmayV06,Ahmedjomaa,0-1,1834,1862,60+0,Time forfeit,74,37
Rated Bullet game,https://lichess.org/wwg5P8XG,2025.12.01,00:00:06,Abu-jazar,gabe23,0-1,2224,2210,60+0,Time forfeit,98,49
Rated Bullet game,https://lichess.org/twg1C6Uy,2025.12.01,00:00:06,sunnyandsammy2020,Galerna,0-1,2198,2193,60+0,Normal,78,39
Rated Bullet game,https://lichess.org/lc65Y59K,2025.12.01,00:00:06,luisestebann,pi0trek,0-1,1884,1880,60+0,Time forfeit,114,57
Rated Bullet game,https://lichess.org/mlq4Dl7J,2025.12.01,00:00:06,Clapton_Cream,SumTingWong243,1-0,1431,1413,60+0,Time forfeit,59,30
Rated Bullet game,https://lichess.org/saixFGwr,2025.12.01,00:00:06,Landog,Minalonian,0-1,1587,1575,60+0,Time forfeit,58,29
Rated Bullet game,https://lichess.org/XoOvV34O,2025.12.01,00:00:06,Seso2234,squarecentral1,0-1,731,734,60+0,Time forfeit,38,19
Rated Bullet game,https://lichess.org/zqI3tpiM,2025.12.01,00:00:06,Guzman70,mumlo,1-0,2497,2553,60+0,Normal,25,13
Rated Bullet game,https://lichess.org/1nkJktKW,2025.12.01,00:00:06,Lxevenxl,JFedericoV,1-0,2518,2477,60+0,Time forfeit,111,56
Rated Bullet game,https://lichess.org/iu2LQzyM,2025.12.01,00:00:06,simoncarc,Carlsen66Maadi,1-0,2170,2174,60+0,Time forfeit,93,47
Rated Bullet game,https://lichess.org/DrBOIIcU,2025.12.01,00:00:06,Gusytavo,theBASKINexperience,0-1,2155,2147,60+0,Normal,90,45
Rated Bullet game,https://lichess.org/t3qaZeIi,2025.12.01,00:00:06,u1802514,AAG8484,0-1,1737,1667,60+0,Time forfeit,70,35
Rated UltraBullet game,https://lichess.org/V5eCe7tY,2025.12.01,00:00:06,Secretsacrifice,StrongPilot,0-1,2032,2059,15+0,Time forfeit,96,48
Rated Blitz game,https://lichess.org/jj7JDEod,2025.12.01,00:00:07,Stexupery,Ulfhundstad,1-0,1659,1630,300+0,Time forfeit,91,46
Rated Blitz game,https://lichess.org/35NNLLKk,2025.12.01,00:00:07,Azamario,obernikhindv,1-0,1581,1522,180+2,Normal,91,46
Rated Blitz game,https://lichess.org/3IFEPQOR,2025.12.01,00:00:07,Alinasrolah,fanggihendea,0-1,1909,1934,180+0,Normal,46,23
Rated Blitz game,https://lichess.org/j8wb9ICU,2025.12.01,00:00:07,carlos-almeida,spinfinity,1-0,1284,1230,300+3,Normal,59,30
Rated Blitz game,https://lichess.org/5VYMkwq0,2025.12.01,00:00:07,Ssabillon,thinkloop,0-1,1717,1717,300+3,Normal,68,34
Rated Blitz game,https://lichess.org/CV7bypRn,2025.12.01,00:00:07,LOUY78,FENIKLAC,0-1,1380,1398,300+3,Normal,106,53
Rated Blitz game,https://lichess.org/uilbBMOf,2025.12.01,00:00:07,bigpopae,HatemCortiet,0-1,1650,1636,300+3,Normal,66,33
Rated Blitz game,https://lichess.org/AKhocClP,2025.12.01,00:00:07,Badboycanario,oz_89,1-0,1845,1775,300+3,Normal,49,25
Rated Blitz game,https://lichess.org/rbbckJgu,2025.12.01,00:00:07,Kirly_Ru,RustlersRG,0-1,1765,1756,300+3,Time forfeit,94,47
Rated Blitz game,https://lichess.org/Tdgd5uwe,2025.12.01,00:00:07,Jpcoronel,RichardGreening,0-1,1407,1496,300+3,Normal,26,13
Rated Blitz game,https://lichess.org/404ZhDR8,2025.12.01,00:00:07,Eumelei,jesusda,1-0,1747,1721,300+3,Normal,69,35
Rated Blitz game,https://lichess.org/q6cfUY5w,2025.12.01,00:00:07,km122000,ross77889,0-1,1930,2022,300+3,Normal,28,14
Rated Blitz game,https://lichess.org/ZovHKYDT,2025.12.01,00:00:07,fillimon42,Mutinyfever,1-0,1707,1689,300+3,Normal,67,34
Rated Blitz game,https://lichess.org/nk1ONi0M,2025.12.01,00:00:07,Kinzuo,chessthos,0-1,1348,1355,300+3,Normal,64,32
Rated Blitz game,https://lichess.org/pvqhvx7I,2025.12.01,00:00:08,davertabaku,Teamplayers007,0-1,2086,2053,300+0,Normal,64,32
Rated Rapid game,https://lichess.org/XpXCZhuR,2025.12.01,00:00:08,enriquefedor2024,Joelleao,1-0,1139,1206,480+0,Normal,93,47
Rated Blitz game,https://lichess.org/ThK1tkDP,2025.12.01,00:00:08,coragem4,andresuribe,1-0,1766,1745,300+0,Normal,47,24
Rated Bullet game,https://lichess.org/Ih2kO84s,2025.12.01,00:00:08,bishboshpishposh,karthikunsw,1-0,1548,1580,120+1,Normal,107,54
Rated Blitz tournament https://lichess.org/tournament/LW9wWQzx,https://lichess.org/bWaWNaZq,2025.12.01,00:00:08,OsvaldoMarques,UteuKikuia45,0-1,1816,1838,180+0,Normal,140,70
Rated Blitz tournament https://lichess.org/tournament/LW9wWQzx,https://lichess.org/AwyI24Ta,2025.12.01,00:00:08,Uncle_Knife,Ed1000so-Sacapita,1-0,1972,1954,180+0,Normal,27,14
Rated Blitz tournament https://lichess.org/tournament/ThrsUGQ0,https://lichess.org/CO9hggro,2025.12.01,00:00:08,Sousaslide,Showdrez,1-0,1987,2149,180+0,Abandoned,1,1
Rated Blitz tournament https://lichess.org/tournament/ThrsUGQ0,https://lichess.org/4SplpR9y,2025.12.01,00:00:08,VanDame251281,CarlissonGrillo,1-0,1934,1765,180+0,Time forfeit,103,52
Rated Blitz tournament https://lichess.org/tournament/YRZ7DIcm,https://lichess.org/YjBIrxS5,2025.12.01,00:00:08,rjose,Chess0009,1/2-1/2,2211,2233,180+0,Normal,78,39
Rated Blitz tournament https://lichess.org/tournament/YRZ7DIcm,https://lichess.org/CqdApu9Z,2025.12.01,00:00:08,llanerosoy,A1trader,0-1,2071,2085,180+0,Normal,90,45
Rated Blitz tournament https://lichess.org/tournament/YRZ7DIcm,https://lichess.org/o8JEvoQS,2025.12.01,00:00:08,CabrinumberoneCr7,luckyoscuro,0-1,1883,2058,180+0,Time forfeit,76,38
Rated Blitz tournament https://lichess.org/tournament/YRZ7DIcm,https://lichess.org/iyUerdKm,2025.12.01,00:00:08,EstrategiaDeLaSombra,campeondelvalle22,1-0,1456,1786,180+0,Time forfeit,69,35
Rated Blitz tournament https://lichess.org/tournament/UwQdRFtn,https://lichess.org/LIiFVdX6,2025.12.01,00:00:08,M2815a_vero,gambitto123e,1-0,883,1110,180+2,Normal,61,31
Rated Bullet tournament https://lichess.org/tournament/lufgnmof,https://lichess.org/iNOBAAlK,2025.12.01,00:00:08,Ayaanprince,BluePopsicle,0-1,1246,1283,60+0,Time forfeit,94,47
Rated Bullet tournament https://lichess.org/tournament/lufgnmof,https://lichess.org/ln5Lo0i9,2025.12.01,00:00:08,omg_help,Descartesthe,0-1,1116,1137,60+0,Time forfeit,58,29
Rated Bullet tournament https://lichess.org/tournament/lufgnmof,https://lichess.org/fCyRhDkn,2025.12.01,00:00:08,herbiewonder,vihariuppalapati,1-0,1206,1158,60+0,Abandoned,1,1
Rated Bullet tournament https://lichess.org/tournament/lufgnmof,https://lichess.org/cHCqhABp,2025.12.01,00:00:08,PranceTheCat,vacman34,0-1,801,1010,60+0,Normal,62,31
Rated Blitz tournament https://lichess.org/tournament/FgIzYToi,https://lichess.org/ZQOTSMOl,2025.12.01,00:00:08,dominikchess28,stockxeal,0-1,1555,1562,180+2,Normal,160,80
Rated Blitz tournament https://lichess.org/tournament/FgIzYToi,https://lichess.org/bTP9WDTM,2025.12.01,00:00:08,FABRICIOPG12,fabianvalera,1/2-1/2,1433,1384,180+2,Normal,76,38
Rated Blitz tournament https://lichess.org/tournament/FgIzYToi,https://lichess.org/7Ntf99qo,2025.12.01,00:00:08,AhiroAjedrez,lauraggmmchess,0-1,934,1258,180+2,Normal,52,26
Rated Bullet tournament https://lichess.org/tournament/ClOEesyC,https://lichess.org/fefXQfWf,2025.12.01,00:00:08,barnsley6969,Utkarsh_1729,0-1,2353,2380,60+0,Time forfeit,66,33
Rated Bullet tournament https://lichess.org/tournament/ClOEesyC,https://lichess.org/kKNQ83cM,2025.12.01,00:00:08,MRadmin07,jivand,0-1,2190,2185,60+0,Time forfeit,94,47
Rated Bullet tournament https://lichess.org/tournament/ClOEesyC,https://lichess.org/nlfDkkdW,2025.12.01,00:00:08,Holivela,ChessHustlaa,0-1,2350,2324,60+0,Time forfeit,62,31
Rated Bullet tournament https://lichess.org/tournament/ClOEesyC,https://lichess.org/ksWkSwQs,2025.12.01,00:00:08,Metoldyou,Turbo_Gonzales,0-1,2400,2703,60+0,Normal,68,34
Rated Bullet tournament https://lichess.org/tournament/ClOEesyC,https://lichess.org/2DZE4VmD,2025.12.01,00:00:08,aichessbott,IMfeher,0-1,2255,2277,60+0,Time forfeit,76,38
Rated Bullet tournament https://lichess.org/tournament/ClOEesyC,https://lichess.org/easPdyuJ,2025.12.01,00:00:08,MihailSandykov,INTJ_Player,1-0,2240,2251,60+0,Time forfeit,91,46
Rated Bullet tournament https://lichess.org/tournament/ClOEesyC,https://lichess.org/Ka6GAGSG,2025.12.01,00:00:08,mdeep,Red_Arctic_Fox,1/2-1/2,1997,1992,60+0,Normal,79,40
Rated Bullet tournament https://lichess.org/tournament/ClOEesyC,https://lichess.org/XlDOVj9s,2025.12.01,00:00:08,Utkuberk38,LvbelC5,1-0,2157,2132,60+0,Time forfeit,105,53
Rated Bullet tournament https://lichess.org/tournament/ClOEesyC,https://lichess.org/7MFnJWGo,2025.12.01,00:00:08,LetsPlay23,yosteve01,1-0,2004,2010,60+0,Normal,71,36
Rated Bullet tournament https://lichess.org/tournament/ClOEesyC,https://lichess.org/cpI8cz6E,2025.12.01,00:00:08,Oxytoon,Kriss92,0-1,2110,2118,60+0,Normal,86,43
Rated Bullet tournament https://lichess.org/tournament/ClOEesyC,https://lichess.org/tjnA2bZB,2025.12.01,00:00:08,Yos-sof,Hankliff,1-0,2106,2072,60+0,Time forfeit,109,55
Rated Bullet tournament https://lichess.org/tournament/ClOEesyC,https://lichess.org/vS0QcKg3,2025.12.01,00:00:08,CheckingBall,Abidin1979SFR,1-0,1980,1950,60+0,Normal,59,30
Rated Bullet tournament https://lichess.org/tournament/ClOEesyC,https://lichess.org/BbwluR1I,2025.12.01,00:00:08,chincha_74,amoamihija,1-0,1918,1878,60+0,Time forfeit,79,40
Rated Bullet game,https://lichess.org/2CKETtPi,2025.12.01,00:00:18,Rooman85,StrongCoffee,0-1,1839,1854,60+0,Time forfeit,58,29
Rated Bullet game,https://lichess.org/t9bHjZdc,2025.12.01,00:00:18,KakoWalderrama,Robanon,0-1,1980,1990,60+0,Normal,100,50
Rated Bullet game,https://lichess.org/teWqrjTq,2025.12.01,00:00:18,keltur,siedzacybyk,1-0,1580,1596,60+0,Time forfeit,53,27
Rated Bullet game,https://lichess.org/f9qd0fYx,2025.12.01,00:00:18,topplingTree,Angelbello2020,0-1,2241,2169,60+0,Normal,90,45
Rated Bullet game,https://lichess.org/K40uC3Fg,2025.12.01,00:00:18,sniper007,stickyjoedragon,0-1,2140,2155,60+0,Time forfeit,88,44
Rated Bullet game,https://lichess.org/5Yqdk68c,2025.12.01,00:00:18,annoyedcossack,ungewichtet,1-0,1425,1483,60+0,Normal,27,14
Rated Bullet game,https://lichess.org/f1uvxN8z,2025.12.01,00:00:18,Rossi7171,bacarditeacher,1-0,1771,1707,60+0,Time forfeit,115,58
